FAENA,CONDUCTOR,VEHICULO,FECHA,HORA,TURNO,TIPO,Detected type,Duration (sec),VELOCIDAD,Distance covered (metres),SUB TIPO,LATITUD ,LONGITUD
VAR,,1652-LLWZ24,7/13/2020,15:31:08,Día,Distracción,Fatiga,"1,80",81.00,40.00,conducción distraída,-33.524985,-70.677778
VAR,,1669 - LRTK86,7/13/2020,13:38:59,Día,Distracción,Distracción,"3,20",88.00,78.00,conducción distraída,-33.287581,-70.735487
VAR,,1669 - LRTK86,7/13/2020,13:39:55,Día,Distracción,Distracción,"3,11",88.00,76.00,conducción distraída,-33.275939,-70.740670
VAR,Alexis Silva,LLVH43,7/14/2020,01:38:34,Noche,Fatiga,Fatiga,"1,59",30.00,13.00,somnolencia,-33.257013,-70.345924
VAR,,1241- GWKL17,7/14/2020,23:53:38,Noche,Distracción,Fatiga,"1,52",11.00,5.00,conducción distraída,-33.172041,-70.338496
VAR,,1241- GWKL17,7/14/2020,01:58:09,Noche,Distracción,Distracción,"4,42",26.00,32.00,conducción distraída,-33.194531,-70.339041
VAR,,1241- GWKL17,7/14/2020,21:06:24,Noche,Distracción,Distracción,"4,29",29.00,35.00,conducción distraída,-33.366998,-70.496008
VAR,,1241- GWKL17,7/14/2020,01:33:43,Noche,Distracción,Distracción,"4,87",34.00,45.00,conducción distraída,-33.145999,-70.310093
VAR,,1650- LLWZ31,7/14/2020,00:59:58,Noche,Distracción,Distracción,"3,24",35.00,32.00,conducción distraída,-33.294381,-70.355208
VAR,,1241- GWKL17,7/14/2020,01:34:02,Noche,Distracción,Distracción,"4,22",36.00,43.00,conducción distraída,-33.147442,-70.311323
VAR,,1241- GWKL17,7/14/2020,01:35:04,Noche,Distracción,Distracción,"4,59",38.00,49.00,conducción distraída,-33.151778,-70.315931
VAR,,1650- LLWZ31,7/14/2020,21:15:57,Noche,Distracción,Fatiga,"2,28",52.00,33.00,conducción distraída,-33.366383,-70.514523
VAR,,1650- LLWZ31,7/14/2020,15:41:48,Día,Distracción,Distracción,"3,63",66.00,67.00,conducción distraída,-33.361462,-70.702192
VAR,,1650- LLWZ31,7/14/2020,03:01:21,Noche,Distracción,Distracción,"3,37",88.00,82.00,conducción distraída,-33.660467,-70.899745
VAR,,1650- LLWZ31,7/14/2020,05:08:37,Noche,Distracción,Distracción,"3,52",88.00,86.00,conducción distraída,-33.623328,-71.408714
VAR,,1650- LLWZ31,7/14/2020,05:38:00,Noche,Distracción,Distracción,"3,04",88.00,74.00,conducción distraída,-33.700699,-70.975630
VAR,,1650- LLWZ31,7/14/2020,05:08:42,Noche,Distracción,Distracción,"3,57",89.00,88.00,conducción distraída,-33.623850,-71.407540
VAR,,1241- GWKL17,7/15/2020,23:07:51,Noche,Distracción,Fatiga,"1,98",20.00,11.00,conducción distraída,-33.173264,-70.337498
VAR,,LLVH43,7/15/2020,01:18:08,Noche,Distracción,Fatiga,"2,15",24.00,14.00,notificación de conducir distraído,-33.211856,-70.339240
VAR,,1241- GWKL17,7/15/2020,00:19:23,Noche,Distracción,Distracción,"4,42",25.00,31.00,conducción distraída,-33.147648,-70.285703
VAR,,1241- GWKL17,7/15/2020,00:03:21,Noche,Distracción,Distracción,"4,02",26.00,29.00,conducción distraída,-33.156399,-70.320928
VAR,,1241- GWKL17,7/15/2020,22:54:33,Noche,Distracción,Distracción,"4,59",29.00,37.00,conducción distraída,-33.218936,-70.340133
VAR,,LLVH43,7/15/2020,01:41:51,Noche,Distracción,Fatiga,"1,55",31.00,13.00,notificación de cierre los ojos,-33.243130,-70.345841
VAR,,1651 - LPBX91,7/15/2020,03:08:15,Noche,Distracción,Distracción,"3,02",36.00,30.00,conducción distraída,-33.366982,-70.497967
VAR,,1650- LLWZ31,7/15/2020,22:18:31,Noche,Distracción,Distracción,"3,66",37.00,38.00,conducción distraída,-33.370193,-70.506636
VAR,,1670 - LRTK87,7/15/2020,06:12:11,Noche,Distracción,Mirada ausente,"3,54",38.00,37.00,conducción distraída,-33.388333,-70.756944
VAR,,1241- GWKL17,7/15/2020,20:59:34,Noche,Distracción,Distracción,"7,26",52.00,105.00,conducción distraída,-33.380973,-70.580212
VAR,Fernando Villegas,1241- GWKL17,7/16/2020,21:24:14,Noche,Fatiga,Fatiga,"1,50",12.00,5.00,somnolencia,-33.369425,-70.412412
VAR,,1241- GWKL17,7/16/2020,23:04:05,Noche,Distracción,Fatiga,"1,80",20.00,10.00,conducción distraída,-33.160244,-70.332408
VAR,,1241- GWKL17,7/16/2020,01:40:46,Noche,Distracción,Distracción,"4,79",32.00,43.00,conducción distraída,-33.279957,-70.351447
VAR,,1650- LLWZ31,7/16/2020,21:54:51,Noche,Distracción,Fatiga,"1,63",32.00,14.00,conducción distraída,-33.228409,-70.341221
VAR,,1650- LLWZ31,7/16/2020,00:52:26,Noche,Distracción,Distracción,"3,53",36.00,36.00,conducción distraída,-33.315567,-70.359707
VAR,,1650- LLWZ31,7/16/2020,02:38:03,Noche,Distracción,Fatiga,"2,61",88.00,64.00,conducción distraída,-33.669059,-71.131818
VAR,,1650- LLWZ31,7/16/2020,02:49:01,Noche,Distracción,Distracción,"3,89",88.00,95.00,conducción distraída,-33.652160,-71.293925
VAR,Manuel Morales,1649 - LLWZ28,7/17/2020,22:38:04,Noche,Fatiga,Fatiga,"1,59",33.00,15.00,somnolencia,-33.284925,-70.353008
VAR,,LLVH42,7/17/2020,12:59:39,Día,Distracción,Fatiga,"1,57",16.00,7.00,conducción distraída,-33.162319,-70.281334
VAR,,1241- GWKL17,7/17/2020,23:52:51,Noche,Distracción,Fatiga,"1,50",19.00,8.00,conducción distraída,-33.148451,-70.312698
VAR,,1241- GWKL17,7/17/2020,21:26:38,Noche,Distracción,Fatiga,"1,78",23.00,11.00,conducción distraída,-33.369680,-70.398528
VAR,,LLVH42,7/17/2020,14:27:35,Día,Distracción,Fatiga,"2,18",38.00,23.00,conducción distraída,-33.150736,-70.314482
VAR,,1649 - LLWZ28,7/17/2020,20:26:17,Noche,Distracción,Distracción,"3,02",80.00,67.00,conducción distraída,-33.388877,-70.632986
VAR,,1241- GWKL17,7/18/2020,01:38:17,Noche,Distracción,Fatiga,"1,76",34.00,17.00,conducción distraída,-33.148891,-70.293004
VAR,,1650- LLWZ31,7/18/2020,01:54:53,Noche,Distracción,Fatiga,"2,46",71.00,49.00,conducción distraída,-33.369238,-70.519360
VAR,,1650- LLWZ31,7/18/2020,02:33:22,Noche,Distracción,Distracción,"3,17",90.00,79.00,conducción distraída,-33.611886,-70.853322
VAR,,LLVH42,7/19/2020,13:39:30,Día,Distracción,Fatiga,"1,56",20.00,8.00,conducción distraída,-33.156638,-70.321079
VAR,,1651 - LPBX91,7/20/2020,16:48:14,Día,Distracción,Fatiga,"1,72",16.00,8.00,conducción distraída,-33.166043,-70.656533
VAR,,1241- GWKL17,7/20/2020,22:49:22,Noche,Distracción,Fatiga,"2,15",18.00,11.00,conducción distraída,-33.160475,-70.329642
VAR,,LLVH42,7/20/2020,06:45:12,Noche,Distracción,Distracción,"3,33",42.00,39.00,conducción distraída,-33.168354,-70.336770
VAR,,1651 - LPBX91,7/20/2020,10:04:04,Día,Distracción,Fatiga,"2,78",88.00,68.00,conducción distraída,-33.356298,-70.691882
VAR,,1671- LRTK88,7/20/2020,13:32:26,Día,Distracción,Fatiga,"1,81",88.00,44.00,conducción distraída,-33.670013,-71.122279
VAR,,1648 - LLWZ32,7/20/2020,10:04:13,Día,Distracción,Mirada ausente,"3,35",90.00,84.00,conducción distraída,-33.302778,-70.699722
VAR,,1648 - LLWZ32,7/20/2020,10:06:08,Día,Distracción,Mirada ausente,"3,14",90.00,78.00,conducción distraída,-33.277222,-70.702500
VAR,,1671- LRTK88,7/20/2020,10:37:51,Día,Distracción,Fatiga,"1,57",90.00,39.00,conducción distraída,-33.652261,-71.330195
VAR,,1671- LRTK88,7/21/2020,10:54:15,Día,Distracción,Distracción,"4,28",25.00,30.00,conducción distraída,-33.074305,-70.716658
VAR,,1241- GWKL17,7/21/2020,02:30:33,Noche,Distracción,Fatiga,"1,70",88.00,42.00,notificación de cierre los ojos,-33.371742,-70.735415
VAR,,1242 - GWKL18,7/23/2020,02:04:12,Noche,Distracción,Fatiga,"2,88",17.00,14.00,conducción distraída,-33.222500,-70.341389
VAR,,1671- LRTK88,7/23/2020,13:46:31,Día,Distracción,Fatiga,"1,68",51.00,24.00,conducción distraída,-33.073194,-70.726425
VAR,,1659 - LLWZ27,7/23/2020,10:38:43,Día,Distracción,Fatiga,"2,77",88.00,68.00,conducción distraída,-33.200833,-70.661667
VAR,,1670 - LRTK87,7/24/2020,05:17:22,Noche,Distracción,Mirada ausente,"3,39",35.00,33.00,conducción distraída,-33.595833,-71.615000
VAR,,1651 - LPBX91,7/24/2020,05:51:16,Noche,Distracción,Distracción,"4,29",42.00,51.00,conducción distraída,-33.365112,-70.493836
VAR,,1649 - LLWZ28,7/24/2020,13:10:36,Día,Distracción,Distracción,"3,18",68.00,60.00,conducción distraída,-33.888023,-70.735460
VAR,,1650- LLWZ31,7/24/2020,13:01:18,Día,Distracción,Distracción,"3,17",79.00,69.00,conducción distraída,-33.344901,-70.709634
VAR,,LLVH42,7/25/2020,19:34:44,Día,Distracción,Fatiga,"2,17",31.00,19.00,conducción distraída,-33.182379,-70.337415
VAR,,1669 - LRTK86,7/25/2020,02:30:43,Noche,Distracción,Distracción,"3,13",64.00,55.00,conducción distraída,-33.477631,-70.690069
VAR,Marco Villanueva,LLVH42,7/27/2020,16:36:27,Día,Fatiga,Fatiga,"1,67",47.00,22.00,somnolencia,-33.149879,-70.313733
VAR,,1670 - LRTK87,7/27/2020,12:58:35,Día,Distracción,Mirada ausente,"3,13",31.00,27.00,conducción distraída,-33.107500,-70.714722
VAR,,1670 - LRTK87,7/27/2020,16:19:46,Día,Distracción,Mirada ausente,"3,12",54.00,46.00,conducción distraída,-33.096944,-70.692500
VAR,,1650- LLWZ31,7/27/2020,20:30:14,Noche,Distracción,Distracción,"3,89",68.00,73.00,conducción distraída,-33.393200,-70.626958
VAR,Braulio Diaz,1240 - GWKL16,7/28/2020,04:15:48,Noche,Fatiga,Fatiga,"1,96",92.00,50.00,somnolencia,-33.368591,-70.704145
VAR,Alexis Silva,LLVH43,7/28/2020,01:36:29,Noche,Fatiga,Fatiga,"1,74",39.00,19.00,somnolencia,-33.181131,-70.337629
VAR,,1670 - LRTK87,7/28/2020,11:14:15,Día,Distracción,Mirada ausente,"3,21",30.00,27.00,conducción distraída,-33.111111,-70.711111
VAR,,1669 - LRTK86,7/28/2020,23:16:56,Noche,Distracción,Distracción,"3,89",40.00,44.00,conducción distraída,-33.231107,-70.345745
VAR,,1669 - LRTK86,7/28/2020,09:49:49,Día,Distracción,Distracción,"3,18",43.00,38.00,conducción distraída,-33.217261,-70.675448
VAR,,LGGJ24,7/28/2020,14:57:43,Día,Distracción,Distracción,"4,07",76.00,85.00,conducción distraída,-33.170662,-70.651723
VAR,,1669 - LRTK86,7/28/2020,12:19:40,Día,Distracción,Distracción,"3,68",88.00,90.00,conducción distraída,-33.286698,-70.736079
VAR,,1671- LRTK88,7/28/2020,17:26:06,Día,Distracción,Distracción,"5,11",88.00,125.00,conducción distraída,-33.322742,-70.719843
VAR,,1671- LRTK88,7/29/2020,02:03:23,Noche,Distracción,Distracción,"4,39",26.00,32.00,conducción distraída,-33.190292,-70.338830
